#?o name="cp1361-ms-1996"
#?o ucm:code_set_alias="cp1361-ms	ms1361	windows1361	windows-1361"
## Source: 397,474  96-05-23   2:47 CP_1361.NLS
#?o license="Public Domain"
0x4D	U+004D		# LATIN CAPITAL LETTER M
0x4E	U+004E		# LATIN CAPITAL LETTER N
0x4F	U+004F		# LATIN CAPITAL LETTER O
0x50	U+0050		# LATIN CAPITAL LETTER P
0x51	U+0051		# LATIN CAPITAL LETTER Q
0x52	U+0052		# LATIN CAPITAL LETTER R
0x53	U+0053		# LATIN CAPITAL LETTER S
0x54	U+0054		# LATIN CAPITAL LETTER T
0x55	U+0055		# LATIN CAPITAL LETTER U
0x56	U+0056		# LATIN CAPITAL LETTER V
0x57	U+0057		# LATIN CAPITAL LETTER W
0x58	U+0058		# LATIN CAPITAL LETTER X
0x59	U+0059		# LATIN CAPITAL LETTER Y
0x5A	U+005A		# LATIN CAPITAL LETTER Z
0x5B	U+005B		# LEFT SQUARE BRACKET
0x5C	U+005C		# REVERSE SOLIDUS
0x5C	U+20A9	<-	# WON SIGN
0x5D	U+005D		# RIGHT SQUARE BRACKET
0x5E	U+005E		# CIRCUMFLEX ACCENT
0x5F	U+005F		# LOW LINE
0x60	U+0060		# GRAVE ACCENT
0x61	U+0061		# LATIN SMALL LETTER A
0x62	U+0062		# LATIN SMALL LETTER B
0x63	U+0063		# LATIN SMALL LETTER C
0x64	U+0064		# LATIN SMALL LETTER D
0x65	U+0065		# LATIN SMALL LETTER E
0x66	U+0066		# LATIN SMALL LETTER F
0x67	U+0067		# LATIN SMALL LETTER G
0x68	U+0068		# LATIN SMALL LETTER H
0x69	U+0069		# LATIN SMALL LETTER I
0x6A	U+006A		# LATIN SMALL LETTER J
0x6B	U+006B		# LATIN SMALL LETTER K
0x6C	U+006C		# LATIN SMALL LETTER L
0x6D	U+006D		# LATIN SMALL LETTER M
0x6E	U+006E		# LATIN SMALL LETTER N
0x6F	U+006F		# LATIN SMALL LETTER O
0x70	U+0070		# LATIN SMALL LETTER P
0x71	U+0071		# LATIN SMALL LETTER Q
0x72	U+0072		# LATIN SMALL LETTER R
0x73	U+0073		# LATIN SMALL LETTER S
0x74	U+0074		# LATIN SMALL LETTER T
0x75	U+0075		# LATIN SMALL LETTER U
0x76	U+0076		# LATIN SMALL LETTER V
0x77	U+0077		# LATIN SMALL LETTER W
0x78	U+0078		# LATIN SMALL LETTER X
0x79	U+0079		# LATIN SMALL LETTER Y
0x7A	U+007A		# LATIN SMALL LETTER Z
0x7B	U+007B		# LEFT CURLY BRACKET
0x7C	U+007C		# VERTICAL LINE
0x7D	U+007D		# RIGHT CURLY BRACKET
0x7E	U+007E		# TILDE
0x7F	U+007F		# <control>
0x80	U+0080		# <control>
0x81	U+0081		# <control>
0x82	U+0082		# <control>
0x83	U+0083		# <control>
0x8431	U+003F	->	# QUESTION MARK
0x8432	U+003F	->	# QUESTION MARK
0x8433	U+003F	->	# QUESTION MARK
0x8434	U+003F	->	# QUESTION MARK
0x8435	U+003F	->	# QUESTION MARK
0x8436	U+003F	->	# QUESTION MARK
0x8437	U+003F	->	# QUESTION MARK
0x8438	U+003F	->	# QUESTION MARK
0x8439	U+003F	->	# QUESTION MARK
0x843A	U+003F	->	# QUESTION MARK
0x843B	U+003F	->	# QUESTION MARK
0x843C	U+003F	->	# QUESTION MARK
0x843D	U+003F	->	# QUESTION MARK
0x843E	U+003F	->	# QUESTION MARK
0x843F	U+003F	->	# QUESTION MARK
0x8440	U+003F	->	# QUESTION MARK
0x8441	U+003F	->	# QUESTION MARK
0x8442	U+11A8		# HANGUL JONGSEONG KIYEOK
0x8443	U+11A9		# HANGUL JONGSEONG SSANGKIYEOK
0x8444	U+11AA		# HANGUL JONGSEONG KIYEOK-SIOS
0x8444	U+3133	<-	# HANGUL LETTER KIYEOK-SIOS
0x8444	U+FFA3	<-	# HALFWIDTH HANGUL LETTER KIYEOK-SIOS
0x8445	U+11AB		# HANGUL JONGSEONG NIEUN
0x8446	U+11AC		# HANGUL JONGSEONG NIEUN-CIEUC
0x8446	U+3135	<-	# HANGUL LETTER NIEUN-CIEUC
0x8446	U+FFA5	<-	# HALFWIDTH HANGUL LETTER NIEUN-CIEUC
0x8447	U+11AD		# HANGUL JONGSEONG NIEUN-HIEUH
0x8447	U+3136	<-	# HANGUL LETTER NIEUN-HIEUH
0x8447	U+FFA6	<-	# HALFWIDTH HANGUL LETTER NIEUN-HIEUH
0x8448	U+11AE		# HANGUL JONGSEONG TIKEUT
0x8449	U+11AF		# HANGUL JONGSEONG RIEUL
0x844A	U+11B0		# HANGUL JONGSEONG RIEUL-KIYEOK
0x844A	U+313A	<-	# HANGUL LETTER RIEUL-KIYEOK
0x844A	U+FFAA	<-	# HALFWIDTH HANGUL LETTER RIEUL-KIYEOK
0x844B	U+11B1		# HANGUL JONGSEONG RIEUL-MIEUM
0x844B	U+313B	<-	# HANGUL LETTER RIEUL-MIEUM
0x844B	U+FFAB	<-	# HALFWIDTH HANGUL LETTER RIEUL-MIEUM
0x844C	U+11B2		# HANGUL JONGSEONG RIEUL-PIEUP
0x844C	U+313C	<-	# HANGUL LETTER RIEUL-PIEUP
0x844C	U+FFAC	<-	# HALFWIDTH HANGUL LETTER RIEUL-PIEUP
0x844D	U+11B3		# HANGUL JONGSEONG RIEUL-SIOS
0x844D	U+313D	<-	# HANGUL LETTER RIEUL-SIOS
0x844D	U+FFAD	<-	# HALFWIDTH HANGUL LETTER RIEUL-SIOS
0x844E	U+11B4		# HANGUL JONGSEONG RIEUL-THIEUTH
0x844E	U+313E	<-	# HANGUL LETTER RIEUL-THIEUTH
0x844E	U+FFAE	<-	# HALFWIDTH HANGUL LETTER RIEUL-THIEUTH
0x844F	U+11B5		# HANGUL JONGSEONG RIEUL-PHIEUPH
0x844F	U+313F	<-	# HANGUL LETTER RIEUL-PHIEUPH
0x844F	U+FFAF	<-	# HALFWIDTH HANGUL LETTER RIEUL-PHIEUPH
0x8450	U+11B6		# HANGUL JONGSEONG RIEUL-HIEUH
0x8450	U+3140	<-	# HANGUL LETTER RIEUL-HIEUH
0x8450	U+FFB0	<-	# HALFWIDTH HANGUL LETTER RIEUL-HIEUH
0x8451	U+11B7		# HANGUL JONGSEONG MIEUM
0x8452	U+003F	->	# QUESTION MARK
0x8453	U+11B8		# HANGUL JONGSEONG PIEUP
0x8454	U+11B9		# HANGUL JONGSEONG PIEUP-SIOS
0x8454	U+3144	<-	# HANGUL LETTER PIEUP-SIOS
0x8454	U+FFB4	<-	# HALFWIDTH HANGUL LETTER PIEUP-SIOS
0x8455	U+11BA		# HANGUL JONGSEONG SIOS
0x8456	U+11BB		# HANGUL JONGSEONG SSANGSIOS
0x8457	U+11BC		# HANGUL JONGSEONG IEUNG
0x8458	U+11BD		# HANGUL JONGSEONG CIEUC
0x8459	U+11BE		# HANGUL JONGSEONG CHIEUCH
0x845A	U+11BF		# HANGUL JONGSEONG KHIEUKH
0x845B	U+11C0		# HANGUL JONGSEONG THIEUTH
0x845C	U+11C1		# HANGUL JONGSEONG PHIEUPH
0x845D	U+11C2		# HANGUL JONGSEONG HIEUH
0x845E	U+003F	->	# QUESTION MARK
0x845F	U+003F	->	# QUESTION MARK
0x8460	U+003F	->	# QUESTION MARK
0x8461	U+1161		# HANGUL JUNGSEONG A
0x8461	U+314F	<-	# HANGUL LETTER A
0x8461	U+FFC2	<-	# HALFWIDTH HANGUL LETTER A
0x8462	U+003F	->	# QUESTION MARK
0x8463	U+003F	->	# QUESTION MARK
0x8464	U+003F	->	# QUESTION MARK
0x8465	U+003F	->	# QUESTION MARK
0x8466	U+003F	->	# QUESTION MARK
0x8467	U+003F	->	# QUESTION MARK
0x8468	U+003F	->	# QUESTION MARK
0x8469	U+003F	->	# QUESTION MARK
0x846A	U+003F	->	# QUESTION MARK
0x846B	U+003F	->	# QUESTION MARK
0x846C	U+003F	->	# QUESTION MARK
0x846D	U+003F	->	# QUESTION MARK
0x846E	U+003F	->	# QUESTION MARK
0x846F	U+003F	->	# QUESTION MARK
0x8470	U+003F	->	# QUESTION MARK
0x8471	U+003F	->	# QUESTION MARK
0x8472	U+003F	->	# QUESTION MARK
0x8473	U+003F	->	# QUESTION MARK
0x8474	U+003F	->	# QUESTION MARK
0x8475	U+003F	->	# QUESTION MARK
0x8476	U+003F	->	# QUESTION MARK
0x8477	U+003F	->	# QUESTION MARK
0x8478	U+003F	->	# QUESTION MARK
0x8479	U+003F	->	# QUESTION MARK
0x847A	U+003F	->	# QUESTION MARK
0x847B	U+003F	->	# QUESTION MARK
0x847C	U+003F	->	# QUESTION MARK
0x847D	U+003F	->	# QUESTION MARK
0x847E	U+003F	->	# QUESTION MARK
0x847F	U+003F	->	# QUESTION MARK
0x8480	U+003F	->	# QUESTION MARK
0x8481	U+1162		# HANGUL JUNGSEONG AE
0x8481	U+3150	<-	# HANGUL LETTER AE
0x8481	U+FFC3	<-	# HALFWIDTH HANGUL LETTER AE
0x8482	U+003F	->	# QUESTION MARK
0x8483	U+003F	->	# QUESTION MARK
0x8484	U+003F	->	# QUESTION MARK
0x8485	U+003F	->	# QUESTION MARK
0x8486	U+003F	->	# QUESTION MARK
0x8487	U+003F	->	# QUESTION MARK
0x8488	U+003F	->	# QUESTION MARK
0x8489	U+003F	->	# QUESTION MARK
0x848A	U+003F	->	# QUESTION MARK
0x848B	U+003F	->	# QUESTION MARK
0x848C	U+003F	->	# QUESTION MARK
0x848D	U+003F	->	# QUESTION MARK
0x848E	U+003F	->	# QUESTION MARK
0x848F	U+003F	->	# QUESTION MARK
0x8490	U+003F	->	# QUESTION MARK
0x8491	U+003F	->	# QUESTION MARK
0x8492	U+003F	->	# QUESTION MARK
0x8493	U+003F	->	# QUESTION MARK
0x8494	U+003F	->	# QUESTION MARK
0x8495	U+003F	->	# QUESTION MARK
0x8496	U+003F	->	# QUESTION MARK
0x8497	U+003F	->	# QUESTION MARK
0x8498	U+003F	->	# QUESTION MARK
0x8499	U+003F	->	# QUESTION MARK
0x849A	U+003F	->	# QUESTION MARK
0x849B	U+003F	->	# QUESTION MARK
0x849C	U+003F	->	# QUESTION MARK
0x849D	U+003F	->	# QUESTION MARK
0x849E	U+003F	->	# QUESTION MARK
0x849F	U+003F	->	# QUESTION MARK
0x84A0	U+003F	->	# QUESTION MARK
0x84A1	U+1163		# HANGUL JUNGSEONG YA
0x84A1	U+3151	<-	# HANGUL LETTER YA
0x84A1	U+FFC4	<-	# HALFWIDTH HANGUL LETTER YA
0x84A2	U+003F	->	# QUESTION MARK
0x84A3	U+003F	->	# QUESTION MARK
0x84A4	U+003F	->	# QUESTION MARK
0x84A5	U+003F	->	# QUESTION MARK
0x84A6	U+003F	->	# QUESTION MARK
0x84A7	U+003F	->	# QUESTION MARK
0x84A8	U+003F	->	# QUESTION MARK
0x84A9	U+003F	->	# QUESTION MARK
0x84AA	U+003F	->	# QUESTION MARK
0x84AB	U+003F	->	# QUESTION MARK
0x84AC	U+003F	->	# QUESTION MARK
0x84AD	U+003F	->	# QUESTION MARK
0x84AE	U+003F	->	# QUESTION MARK
0x84AF	U+003F	->	# QUESTION MARK
0x84B0	U+003F	->	# QUESTION MARK
0x84B1	U+003F	->	# QUESTION MARK
0x84B2	U+003F	->	# QUESTION MARK
0x84B3	U+003F	->	# QUESTION MARK
0x84B4	U+003F	->	# QUESTION MARK
0x84B5	U+003F	->	# QUESTION MARK
0x84B6	U+003F	->	# QUESTION MARK
0x84B7	U+003F	->	# QUESTION MARK
0x84B8	U+003F	->	# QUESTION MARK
0x84B9	U+003F	->	# QUESTION MARK
0x84BA	U+003F	->	# QUESTION MARK
0x84BB	U+003F	->	# QUESTION MARK
0x84BC	U+003F	->	# QUESTION MARK
0x84BD	U+003F	->	# QUESTION MARK
0x84BE	U+003F	->	# QUESTION MARK
0x84BF	U+003F	->	# QUESTION MARK
0x84C0	U+003F	->	# QUESTION MARK
0x84C1	U+1164		# HANGUL JUNGSEONG YAE
0x84C1	U+3152	<-	# HANGUL LETTER YAE
0x84C1	U+FFC5	<-	# HALFWIDTH HANGUL LETTER YAE
0x84C2	U+003F	->	# QUESTION MARK
0x84C3	U+003F	->	# QUESTION MARK
0x84C4	U+003F	->	# QUESTION MARK
0x84C5	U+003F	->	# QUESTION MARK
0x84C6	U+003F	->	# QUESTION MARK
0x84C7	U+003F	->	# QUESTION MARK
0x84C8	U+003F	->	# QUESTION MARK
0x84C9	U+003F	->	# QUESTION MARK
0x84CA	U+003F	->	# QUESTION MARK
0x84CB	U+003F	->	# QUESTION MARK
0x84CC	U+003F	->	# QUESTION MARK
0x84CD	U+003F	->	# QUESTION MARK
0x84CE	U+003F	->	# QUESTION MARK
0x84CF	U+003F	->	# QUESTION MARK
0x84D0	U+003F	->	# QUESTION MARK
0x84D1	U+003F	->	# QUESTION MARK
0x84D2	U+003F	->	# QUESTION MARK
0x84D3	U+003F	->	# QUESTION MARK
0x84D4	U+003F	->	# QUESTION MARK
0x84D5	U+003F	->	# QUESTION MARK
0x84D6	U+003F	->	# QUESTION MARK
0x84D7	U+003F	->	# QUESTION MARK
0x84D8	U+003F	->	# QUESTION MARK
0x84D9	U+003F	->	# QUESTION MARK
0x84DA	U+003F	->	# QUESTION MARK
0x84DB	U+003F	->	# QUESTION MARK
0x84DC	U+003F	->	# QUESTION MARK
0x84DD	U+003F	->	# QUESTION MARK
0x84DE	U+003F	->	# QUESTION MARK
0x84DF	U+003F	->	# QUESTION MARK
0x84E0	U+003F	->	# QUESTION MARK
0x84E1	U+1165		# HANGUL JUNGSEONG EO
0x84E1	U+3153	<-	# HANGUL LETTER EO
0x84E1	U+FFC6	<-	# HALFWIDTH HANGUL LETTER EO
0x84E2	U+003F	->	# QUESTION MARK
0x84E3	U+003F	->	# QUESTION MARK
0x84E4	U+003F	->	# QUESTION MARK
0x84E5	U+003F	->	# QUESTION MARK
0x84E6	U+003F	->	# QUESTION MARK
0x84E7	U+003F	->	# QUESTION MARK
0x84E8	U+003F	->	# QUESTION MARK
0x84E9	U+003F	->	# QUESTION MARK
0x84EA	U+003F	->	# QUESTION MARK
0x84EB	U+003F	->	# QUESTION MARK
0x84EC	U+003F	->	# QUESTION MARK
0x84ED	U+003F	->	# QUESTION MARK
0x84EE	U+003F	->	# QUESTION MARK
0x84EF	U+003F	->	# QUESTION MARK
0x84F0	U+003F	->	# QUESTION MARK
0x84F1	U+003F	->	# QUESTION MARK
0x84F2	U+003F	->	# QUESTION MARK
0x84F3	U+003F	->	# QUESTION MARK
0x84F4	U+003F	->	# QUESTION MARK
0x84F5	U+003F	->	# QUESTION MARK
0x84F6	U+003F	->	# QUESTION MARK
0x84F7	U+003F	->	# QUESTION MARK
0x84F8	U+003F	->	# QUESTION MARK
0x84F9	U+003F	->	# QUESTION MARK
0x84FA	U+003F	->	# QUESTION MARK
0x84FB	U+003F	->	# QUESTION MARK
0x84FC	U+003F	->	# QUESTION MARK
0x84FD	U+003F	->	# QUESTION MARK
0x84FE	U+003F	->	# QUESTION MARK
0x8531	U+003F	->	# QUESTION MARK
0x8532	U+003F	->	# QUESTION MARK
0x8533	U+003F	->	# QUESTION MARK
0x8534	U+003F	->	# QUESTION MARK
0x8535	U+003F	->	# QUESTION MARK
0x8536	U+003F	->	# QUESTION MARK
0x8537	U+003F	->	# QUESTION MARK
0x8538	U+003F	->	# QUESTION MARK
0x8539	U+003F	->	# QUESTION MARK
0x853A	U+003F	->	# QUESTION MARK
0x853B	U+003F	->	# QUESTION MARK
0x853C	U+003F	->	# QUESTION MARK
0x853D	U+003F	->	# QUESTION MARK
0x853E	U+003F	->	# QUESTION MARK
0x853F	U+003F	->	# QUESTION MARK
0x8540	U+003F	->	# QUESTION MARK
0x8541	U+1166		# HANGUL JUNGSEONG E
0x8541	U+3154	<-	# HANGUL LETTER E
0x8541	U+FFC7	<-	# HALFWIDTH HANGUL LETTER E
0x8542	U+003F	->	# QUESTION MARK
0x8543	U+003F	->	# QUESTION MARK
0x8544	U+003F	->	# QUESTION MARK
0x8545	U+003F	->	# QUESTION MARK
0x8546	U+003F	->	# QUESTION MARK
0x8547	U+003F	->	# QUESTION MARK
0x8548	U+003F	->	# QUESTION MARK
0x8549	U+003F	->	# QUESTION MARK
0x854A	U+003F	->	# QUESTION MARK
0x854B	U+003F	->	# QUESTION MARK
0x854C	U+003F	->	# QUESTION MARK
0x854D	U+003F	->	# QUESTION MARK
0x854E	U+003F	->	# QUESTION MARK
0x854F	U+003F	->	# QUESTION MARK
0x8550	U+003F	->	# QUESTION MARK
0x8551	U+003F	->	# QUESTION MARK
0x8552	U+003F	->	# QUESTION MARK
0x8553	U+003F	->	# QUESTION MARK
0x8554	U+003F	->	# QUESTION MARK
0x8555	U+003F	->	# QUESTION MARK
0x8556	U+003F	->	# QUESTION MARK
0x8557	U+003F	->	# QUESTION MARK
0x8558	U+003F	->	# QUESTION MARK
0x8559	U+003F	->	# QUESTION MARK
0x855A	U+003F	->	# QUESTION MARK
0x855B	U+003F	->	# QUESTION MARK
0x855C	U+003F	->	# QUESTION MARK
0x855D	U+003F	->	# QUESTION MARK
0x855E	U+003F	->	# QUESTION MARK
0x855F	U+003F	->	# QUESTION MARK
0x8560	U+003F	->	# QUESTION MARK
0x8561	U+1167		# HANGUL JUNGSEONG YEO
0x8561	U+3155	<-	# HANGUL LETTER YEO
0x8561	U+FFCA	<-	# HALFWIDTH HANGUL LETTER YEO
0x8562	U+003F	->	# QUESTION MARK
0x8563	U+003F	->	# QUESTION MARK
0x8564	U+003F	->	# QUESTION MARK
0x8565	U+003F	->	# QUESTION MARK
0x8566	U+003F	->	# QUESTION MARK
0x8567	U+003F	->	# QUESTION MARK
0x8568	U+003F	->	# QUESTION MARK
0x8569	U+003F	->	# QUESTION MARK
0x856A	U+003F	->	# QUESTION MARK
0x856B	U+003F	->	# QUESTION MARK
0x856C	U+003F	->	# QUESTION MARK
0x856D	U+003F	->	# QUESTION MARK
0x856E	U+003F	->	# QUESTION MARK
0x856F	U+003F	->	# QUESTION MARK
0x8570	U+003F	->	# QUESTION MARK
0x8571	U+003F	->	# QUESTION MARK
0x8572	U+003F	->	# QUESTION MARK
0x8573	U+003F	->	# QUESTION MARK
0x8574	U+003F	->	# QUESTION MARK
0x8575	U+003F	->	# QUESTION MARK
0x8576	U+003F	->	# QUESTION MARK
0x8577	U+003F	->	# QUESTION MARK
0x8578	U+003F	->	# QUESTION MARK
0x8579	U+003F	->	# QUESTION MARK
0x857A	U+003F	->	# QUESTION MARK
0x857B	U+003F	->	# QUESTION MARK
0x857C	U+003F	->	# QUESTION MARK
0x857D	U+003F	->	# QUESTION MARK
0x857E	U+003F	->	# QUESTION MARK
0x857F	U+003F	->	# QUESTION MARK
0x8580	U+003F	->	# QUESTION MARK
0x8581	U+1168		# HANGUL JUNGSEONG YE
0x8581	U+3156	<-	# HANGUL LETTER YE
0x8581	U+FFCB	<-	# HALFWIDTH HANGUL LETTER YE
0x8582	U+003F	->	# QUESTION MARK
0x8583	U+003F	->	# QUESTION MARK
0x8584	U+003F	->	# QUESTION MARK
0x8585	U+003F	->	# QUESTION MARK
0x8586	U+003F	->	# QUESTION MARK
0x8587	U+003F	->	# QUESTION MARK
0x8588	U+003F	->	# QUESTION MARK
0x8589	U+003F	->	# QUESTION MARK
0x858A	U+003F	->	# QUESTION MARK
0x858B	U+003F	->	# QUESTION MARK
0x858C	U+003F	->	# QUESTION MARK
0x858D	U+003F	->	# QUESTION MARK
0x858E	U+003F	->	# QUESTION MARK
0x858F	U+003F	->	# QUESTION MARK
0x8590	U+003F	->	# QUESTION MARK
0x8591	U+003F	->	# QUESTION MARK
0x8592	U+003F	->	# QUESTION MARK
0x8593	U+003F	->	# QUESTION MARK
0x8594	U+003F	->	# QUESTION MARK
0x8595	U+003F	->	# QUESTION MARK
0x8596	U+003F	->	# QUESTION MARK
0x8597	U+003F	->	# QUESTION MARK
0x8598	U+003F	->	# QUESTION MARK
0x8599	U+003F	->	# QUESTION MARK
0x859A	U+003F	->	# QUESTION MARK
0x859B	U+003F	->	# QUESTION MARK
0x859C	U+003F	->	# QUESTION MARK
0x859D	U+003F	->	# QUESTION MARK
0x859E	U+003F	->	# QUESTION MARK
0x859F	U+003F	->	# QUESTION MARK
0x85A0	U+003F	->	# QUESTION MARK
0x85A1	U+1169		# HANGUL JUNGSEONG O
0x85A1	U+3157	<-	# HANGUL LETTER O
0x85A1	U+FFCC	<-	# HALFWIDTH HANGUL LETTER O
0x85A2	U+003F	->	# QUESTION MARK
0x85A3	U+003F	->	# QUESTION MARK
0x85A4	U+003F	->	# QUESTION MARK
0x85A5	U+003F	->	# QUESTION MARK
0x85A6	U+003F	->	# QUESTION MARK
0x85A7	U+003F	->	# QUESTION MARK
0x85A8	U+003F	->	# QUESTION MARK
0x85A9	U+003F	->	# QUESTION MARK
0x85AA	U+003F	->	# QUESTION MARK
0x85AB	U+003F	->	# QUESTION MARK
0x85AC	U+003F	->	# QUESTION MARK
0x85AD	U+003F	->	# QUESTION MARK
0x85AE	U+003F	->	# QUESTION MARK
0x85AF	U+003F	->	# QUESTION MARK
0x85B0	U+003F	->	# QUESTION MARK
0x85B1	U+003F	->	# QUESTION MARK
0x85B2	U+003F	->	# QUESTION MARK
0x85B3	U+003F	->	# QUESTION MARK
0x85B4	U+003F	->	# QUESTION MARK
0x85B5	U+003F	->	# QUESTION MARK
0x85B6	U+003F	->	# QUESTION MARK
0x85B7	U+003F	->	# QUESTION MARK
0x85B8	U+003F	->	# QUESTION MARK
0x85B9	U+003F	->	# QUESTION MARK
0x85BA	U+003F	->	# QUESTION MARK
0x85BB	U+003F	->	# QUESTION MARK
0x85BC	U+003F	->	# QUESTION MARK
0x85BD	U+003F	->	# QUESTION MARK
0x85BE	U+003F	->	# QUESTION MARK
0x85BF	U+003F	->	# QUESTION MARK
0x85C0	U+003F	->	# QUESTION MARK
0x85C1	U+116A		# HANGUL JUNGSEONG WA
0x85C1	U+3158	<-	# HANGUL LETTER WA
0x85C1	U+FFCD	<-	# HALFWIDTH HANGUL LETTER WA
0x85C2	U+003F	->	# QUESTION MARK
0x85C3	U+003F	->	# QUESTION MARK
0x85C4	U+003F	->	# QUESTION MARK
0x85C5	U+003F	->	# QUESTION MARK
0x85C6	U+003F	->	# QUESTION MARK
0x85C7	U+003F	->	# QUESTION MARK
0x85C8	U+003F	->	# QUESTION MARK
0x85C9	U+003F	->	# QUESTION MARK
0x85CA	U+003F	->	# QUESTION MARK
0x85CB	U+003F	->	# QUESTION MARK
0x85CC	U+003F	->	# QUESTION MARK
0x85CD	U+003F	->	# QUESTION MARK
0x85CE	U+003F	->	# QUESTION MARK
0x85CF	U+003F	->	# QUESTION MARK
0x85D0	U+003F	->	# QUESTION MARK
0x85D1	U+003F	->	# QUESTION MARK
0x85D2	U+003F	->	# QUESTION MARK
0x85D3	U+003F	->	# QUESTION MARK
0x85D4	U+003F	->	# QUESTION MARK
0x85D5	U+003F	->	# QUESTION MARK
0x85D6	U+003F	->	# QUESTION MARK
0x85D7	U+003F	->	# QUESTION MARK
0x85D8	U+003F	->	# QUESTION MARK
0x85D9	U+003F	->	# QUESTION MARK
0x85DA	U+003F	->	# QUESTION MARK
0x85DB	U+003F	->	# QUESTION MARK
0x85DC	U+003F	->	# QUESTION MARK
0x85DD	U+003F	->	# QUESTION MARK
0x85DE	U+003F	->	# QUESTION MARK
0x85DF	U+003F	->	# QUESTION MARK
0x85E0	U+003F	->	# QUESTION MARK
0x85E1	U+116B		# HANGUL JUNGSEONG WAE
0x85E1	U+3159	<-	# HANGUL LETTER WAE
0x85E1	U+FFCE	<-	# HALFWIDTH HANGUL LETTER WAE
0x85E2	U+003F	->	# QUESTION MARK
0x85E3	U+003F	->	# QUESTION MARK
0x85E4	U+003F	->	# QUESTION MARK
0x85E5	U+003F	->	# QUESTION MARK
0x85E6	U+003F	->	# QUESTION MARK
0x85E7	U+003F	->	# QUESTION MARK
0x85E8	U+003F	->	# QUESTION MARK
0x85E9	U+003F	->	# QUESTION MARK
0x85EA	U+003F	->	# QUESTION MARK
0x85EB	U+003F	->	# QUESTION MARK
0x85EC	U+003F	->	# QUESTION MARK
0x85ED	U+003F	->	# QUESTION MARK
0x85EE	U+003F	->	# QUESTION MARK
0x85EF	U+003F	->	# QUESTION MARK
0x85F0	U+003F	->	# QUESTION MARK
0x85F1	U+003F	->	# QUESTION MARK
0x85F2	U+003F	->	# QUESTION MARK
0x85F3	U+003F	->	# QUESTION MARK
0x85F4	U+003F	->	# QUESTION MARK
0x85F5	U+003F	->	# QUESTION MARK
0x85F6	U+003F	->	# QUESTION MARK
0x85F7	U+003F	->	# QUESTION MARK
