#?PETBL/1.0
#?o name="cp20936-ms-2000"
#?o ucm:code_set_alias="cp20936-ms	ms20936	windows20936	windows-20936"
## Source: 2000/08/26  21:00              173,602 c_20936.nls
#?o license="Public Domain"
0x4C	U+004C		# LATIN CAPITAL LETTER L
0x4D	U+004D		# LATIN CAPITAL LETTER M
0x4E	U+004E		# LATIN CAPITAL LETTER N
0x4F	U+004F		# LATIN CAPITAL LETTER O
0x50	U+0050		# LATIN CAPITAL LETTER P
0x51	U+0051		# LATIN CAPITAL LETTER Q
0x52	U+0052		# LATIN CAPITAL LETTER R
0x53	U+0053		# LATIN CAPITAL LETTER S
0x54	U+0054		# LATIN CAPITAL LETTER T
0x55	U+0055		# LATIN CAPITAL LETTER U
0x56	U+0056		# LATIN CAPITAL LETTER V
0x57	U+0057		# LATIN CAPITAL LETTER W
0x58	U+0058		# LATIN CAPITAL LETTER X
0x59	U+0059		# LATIN CAPITAL LETTER Y
0x5A	U+005A		# LATIN CAPITAL LETTER Z
0x5B	U+005B		# LEFT SQUARE BRACKET
0x5C	U+005C		# REVERSE SOLIDUS
0x5D	U+005D		# RIGHT SQUARE BRACKET
0x5E	U+005E		# CIRCUMFLEX ACCENT
0x5F	U+005F		# LOW LINE
0x60	U+0060		# GRAVE ACCENT
0x61	U+0061		# LATIN SMALL LETTER A
0x62	U+0062		# LATIN SMALL LETTER B
0x63	U+0063		# LATIN SMALL LETTER C
0x64	U+0064		# LATIN SMALL LETTER D
0x65	U+0065		# LATIN SMALL LETTER E
0x66	U+0066		# LATIN SMALL LETTER F
0x67	U+0067		# LATIN SMALL LETTER G
0x68	U+0068		# LATIN SMALL LETTER H
0x69	U+0069		# LATIN SMALL LETTER I
0x6A	U+006A		# LATIN SMALL LETTER J
0x6B	U+006B		# LATIN SMALL LETTER K
0x6C	U+006C		# LATIN SMALL LETTER L
0x6D	U+006D		# LATIN SMALL LETTER M
0x6E	U+006E		# LATIN SMALL LETTER N
0x6F	U+006F		# LATIN SMALL LETTER O
0x70	U+0070		# LATIN SMALL LETTER P
0x71	U+0071		# LATIN SMALL LETTER Q
0x72	U+0072		# LATIN SMALL LETTER R
0x73	U+0073		# LATIN SMALL LETTER S
0x74	U+0074		# LATIN SMALL LETTER T
0x75	U+0075		# LATIN SMALL LETTER U
0x76	U+0076		# LATIN SMALL LETTER V
0x77	U+0077		# LATIN SMALL LETTER W
0x78	U+0078		# LATIN SMALL LETTER X
0x79	U+0079		# LATIN SMALL LETTER Y
0x7A	U+007A		# LATIN SMALL LETTER Z
0x7B	U+007B		# LEFT CURLY BRACKET
0x7C	U+007C		# VERTICAL LINE
0x7D	U+007D		# RIGHT CURLY BRACKET
0x7E	U+007E		# TILDE
0x7F	U+007F		# <control>
0x80	U+0080		# <control>
0x81	U+F8D8		# <private>
0x82	U+F8D9		# <private>
0x83	U+F8DA		# <private>
0x84	U+F8DB		# <private>
0x85	U+F8DC		# <private>
0x86	U+F8DD		# <private>
0x87	U+F8DE		# <private>
0x88	U+F8DF		# <private>
0x89	U+F8E0		# <private>
0x8A	U+F8E1		# <private>
0x8B	U+F8E2		# <private>
0x8C	U+F8E3		# <private>
0x8D	U+F8E4		# <private>
0x8E	U+F8E5		# <private>
0x8F	U+F8E6		# <private>
0x90	U+F8E7		# <private>
0x91	U+F8E8		# <private>
0x92	U+F8E9		# <private>
0x93	U+F8EA		# <private>
0x94	U+F8EB		# <private>
0x95	U+F8EC		# <private>
0x96	U+F8ED		# <private>
0x97	U+F8EE		# <private>
0x98	U+F8EF		# <private>
0x99	U+F8F0		# <private>
0x9A	U+F8F1		# <private>
0x9B	U+F8F2		# <private>
0x9C	U+F8F3		# <private>
0x9D	U+F8F4		# <private>
0x9E	U+F8F5		# <private>
0x9F	U+F8F6		# <private>
0xA0	U+F8F7		# <private>
0xA1A1	U+3000		# IDEOGRAPHIC SPACE
0xA1A2	U+3001		# IDEOGRAPHIC COMMA
0xA1A3	U+3002		# IDEOGRAPHIC FULL STOP
0xA1A4	U+30FB		# KATAKANA MIDDLE DOT
0xA1A5	U+02C9		# MODIFIER LETTER MACRON
0xA1A6	U+02C7		# CARON
0xA1A7	U+00A8		# DIAERESIS
0xA1A8	U+3003		# DITTO MARK
0xA1A9	U+3005		# IDEOGRAPHIC ITERATION MARK
0xA1AA	U+2015		# HORIZONTAL BAR
0xA1AB	U+FF5E		# FULLWIDTH TILDE
0xA1AC	U+2225	->	# PARALLEL TO
0xA1AD	U+2026		# HORIZONTAL ELLIPSIS
0xA1AE	U+2018		# LEFT SINGLE QUOTATION MARK
0xA1AF	U+2019		# RIGHT SINGLE QUOTATION MARK
0xA1B0	U+201C		# LEFT DOUBLE QUOTATION MARK
0xA1B1	U+201D		# RIGHT DOUBLE QUOTATION MARK
0xA1B2	U+3014		# LEFT TORTOISE SHELL BRACKET
0xA1B3	U+3015		# RIGHT TORTOISE SHELL BRACKET
0xA1B4	U+3008		# LEFT ANGLE BRACKET
0xA1B5	U+3009		# RIGHT ANGLE BRACKET
0xA1B6	U+300A		# LEFT DOUBLE ANGLE BRACKET
0xA1B7	U+300B		# RIGHT DOUBLE ANGLE BRACKET
0xA1B8	U+300C		# LEFT CORNER BRACKET
0xA1B9	U+300D		# RIGHT CORNER BRACKET
0xA1BA	U+300E		# LEFT WHITE CORNER BRACKET
0xA1BB	U+300F		# RIGHT WHITE CORNER BRACKET
0xA1BC	U+3016		# LEFT WHITE LENTICULAR BRACKET
0xA1BD	U+3017		# RIGHT WHITE LENTICULAR BRACKET
0xA1BE	U+3010		# LEFT BLACK LENTICULAR BRACKET
0xA1BF	U+3011		# RIGHT BLACK LENTICULAR BRACKET
0xA1C0	U+00B1		# PLUS-MINUS SIGN
0xA1C1	U+00D7		# MULTIPLICATION SIGN
0xA1C2	U+00F7		# DIVISION SIGN
0xA1C3	U+2236		# RATIO
0xA1C4	U+2227		# LOGICAL AND
0xA1C5	U+2228		# LOGICAL OR
0xA1C6	U+2211		# N-ARY SUMMATION
0xA1C7	U+220F		# N-ARY PRODUCT
0xA1C8	U+222A		# UNION
0xA1C9	U+2229		# INTERSECTION
0xA1CA	U+2208		# ELEMENT OF
0xA1CB	U+2237		# PROPORTION
0xA1CC	U+221A		# SQUARE ROOT
0xA1CD	U+22A5		# UP TACK
0xA1CE	U+2225		# PARALLEL TO
0xA1CF	U+2220		# ANGLE
0xA1D0	U+2312		# ARC
0xA1D1	U+2299		# CIRCLED DOT OPERATOR
0xA1D2	U+222B		# INTEGRAL
0xA1D3	U+222E		# CONTOUR INTEGRAL
0xA1D4	U+2261		# IDENTICAL TO
0xA1D5	U+224C		# ALL EQUAL TO
0xA1D6	U+2248		# ALMOST EQUAL TO
0xA1D7	U+223D		# REVERSED TILDE
0xA1D8	U+221D		# PROPORTIONAL TO
0xA1D9	U+2260		# NOT EQUAL TO
0xA1DA	U+226E		# NOT LESS-THAN
0xA1DB	U+226F		# NOT GREATER-THAN
0xA1DC	U+2264		# LESS-THAN OR EQUAL TO
0xA1DD	U+2265		# GREATER-THAN OR EQUAL TO
0xA1DE	U+221E		# INFINITY
0xA1DF	U+2235		# BECAUSE
0xA1E0	U+2234		# THEREFORE
0xA1E1	U+2642		# MALE SIGN
0xA1E2	U+2640		# FEMALE SIGN
0xA1E3	U+00B0		# DEGREE SIGN
0xA1E4	U+2032		# PRIME
0xA1E5	U+2033		# DOUBLE PRIME
0xA1E6	U+2103		# DEGREE CELSIUS
0xA1E7	U+FF04		# FULLWIDTH DOLLAR SIGN
0xA1E8	U+00A4		# CURRENCY SIGN
0xA1E9	U+FFE0		# FULLWIDTH CENT SIGN
0xA1EA	U+FFE1		# FULLWIDTH POUND SIGN
0xA1EB	U+2030		# PER MILLE SIGN
0xA1EC	U+00A7		# SECTION SIGN
0xA1ED	U+2116		# NUMERO SIGN
0xA1EE	U+2606		# WHITE STAR
0xA1EF	U+2605		# BLACK STAR
0xA1F0	U+25CB		# WHITE CIRCLE
0xA1F1	U+25CF		# BLACK CIRCLE
0xA1F2	U+25CE		# BULLSEYE
0xA1F3	U+25C7		# WHITE DIAMOND
0xA1F4	U+25C6		# BLACK DIAMOND
0xA1F5	U+25A1		# WHITE SQUARE
0xA1F6	U+25A0		# BLACK SQUARE
0xA1F7	U+25B3		# WHITE UP-POINTING TRIANGLE
0xA1F8	U+25B2		# BLACK UP-POINTING TRIANGLE
0xA1F9	U+203B		# REFERENCE MARK
0xA1FA	U+2192		# RIGHTWARDS ARROW
0xA1FB	U+2190		# LEFTWARDS ARROW
0xA1FC	U+2191		# UPWARDS ARROW
0xA1FD	U+2193		# DOWNWARDS ARROW
0xA1FE	U+3013		# GETA MARK
0xA2A1	U+003F	->	# QUESTION MARK
0xA2A2	U+003F	->	# QUESTION MARK
0xA2A3	U+003F	->	# QUESTION MARK
0xA2A4	U+003F	->	# QUESTION MARK
0xA2A5	U+003F	->	# QUESTION MARK
0xA2A6	U+003F	->	# QUESTION MARK
0xA2A7	U+003F	->	# QUESTION MARK
0xA2A8	U+003F	->	# QUESTION MARK
0xA2A9	U+003F	->	# QUESTION MARK
0xA2AA	U+003F	->	# QUESTION MARK
0xA2AB	U+003F	->	# QUESTION MARK
0xA2AC	U+003F	->	# QUESTION MARK
0xA2AD	U+003F	->	# QUESTION MARK
0xA2AE	U+003F	->	# QUESTION MARK
0xA2AF	U+003F	->	# QUESTION MARK
0xA2B0	U+003F	->	# QUESTION MARK
0xA2B1	U+2488		# DIGIT ONE FULL STOP
0xA2B2	U+2489		# DIGIT TWO FULL STOP
0xA2B3	U+248A		# DIGIT THREE FULL STOP
0xA2B4	U+248B		# DIGIT FOUR FULL STOP
0xA2B5	U+248C		# DIGIT FIVE FULL STOP
0xA2B6	U+248D		# DIGIT SIX FULL STOP
0xA2B7	U+248E		# DIGIT SEVEN FULL STOP
0xA2B8	U+248F		# DIGIT EIGHT FULL STOP
0xA2B9	U+2490		# DIGIT NINE FULL STOP
0xA2BA	U+2491		# NUMBER TEN FULL STOP
0xA2BB	U+2492		# NUMBER ELEVEN FULL STOP
0xA2BC	U+2493		# NUMBER TWELVE FULL STOP
0xA2BD	U+2494		# NUMBER THIRTEEN FULL STOP
0xA2BE	U+2495		# NUMBER FOURTEEN FULL STOP
0xA2BF	U+2496		# NUMBER FIFTEEN FULL STOP
0xA2C0	U+2497		# NUMBER SIXTEEN FULL STOP
0xA2C1	U+2498		# NUMBER SEVENTEEN FULL STOP
0xA2C2	U+2499		# NUMBER EIGHTEEN FULL STOP
0xA2C3	U+249A		# NUMBER NINETEEN FULL STOP
0xA2C4	U+249B		# NUMBER TWENTY FULL STOP
0xA2C5	U+2474		# PARENTHESIZED DIGIT ONE
0xA2C6	U+2475		# PARENTHESIZED DIGIT TWO
0xA2C7	U+2476		# PARENTHESIZED DIGIT THREE
0xA2C8	U+2477		# PARENTHESIZED DIGIT FOUR
0xA2C9	U+2478		# PARENTHESIZED DIGIT FIVE
0xA2CA	U+2479		# PARENTHESIZED DIGIT SIX
0xA2CB	U+247A		# PARENTHESIZED DIGIT SEVEN
0xA2CC	U+247B		# PARENTHESIZED DIGIT EIGHT
0xA2CD	U+247C		# PARENTHESIZED DIGIT NINE
0xA2CE	U+247D		# PARENTHESIZED NUMBER TEN
0xA2CF	U+247E		# PARENTHESIZED NUMBER ELEVEN
0xA2D0	U+247F		# PARENTHESIZED NUMBER TWELVE
0xA2D1	U+2480		# PARENTHESIZED NUMBER THIRTEEN
0xA2D2	U+2481		# PARENTHESIZED NUMBER FOURTEEN
0xA2D3	U+2482		# PARENTHESIZED NUMBER FIFTEEN
0xA2D4	U+2483		# PARENTHESIZED NUMBER SIXTEEN
0xA2D5	U+2484		# PARENTHESIZED NUMBER SEVENTEEN
0xA2D6	U+2485		# PARENTHESIZED NUMBER EIGHTEEN
0xA2D7	U+2486		# PARENTHESIZED NUMBER NINETEEN
0xA2D8	U+2487		# PARENTHESIZED NUMBER TWENTY
0xA2D9	U+2460		# CIRCLED DIGIT ONE
0xA2DA	U+2461		# CIRCLED DIGIT TWO
0xA2DB	U+2462		# CIRCLED DIGIT THREE
0xA2DC	U+2463		# CIRCLED DIGIT FOUR
0xA2DD	U+2464		# CIRCLED DIGIT FIVE
0xA2DE	U+2465		# CIRCLED DIGIT SIX
0xA2DF	U+2466		# CIRCLED DIGIT SEVEN
0xA2E0	U+2467		# CIRCLED DIGIT EIGHT
0xA2E1	U+2468		# CIRCLED DIGIT NINE
0xA2E2	U+2469		# CIRCLED NUMBER TEN
0xA2E3	U+003F	->	# QUESTION MARK
0xA2E4	U+003F	->	# QUESTION MARK
0xA2E5	U+3220		# PARENTHESIZED IDEOGRAPH ONE
0xA2E6	U+3221		# PARENTHESIZED IDEOGRAPH TWO
0xA2E7	U+3222		# PARENTHESIZED IDEOGRAPH THREE
0xA2E8	U+3223		# PARENTHESIZED IDEOGRAPH FOUR
0xA2E9	U+3224		# PARENTHESIZED IDEOGRAPH FIVE
0xA2EA	U+3225		# PARENTHESIZED IDEOGRAPH SIX
0xA2EB	U+3226		# PARENTHESIZED IDEOGRAPH SEVEN
0xA2EC	U+3227		# PARENTHESIZED IDEOGRAPH EIGHT
0xA2ED	U+3228		# PARENTHESIZED IDEOGRAPH NINE
0xA2EE	U+3229		# PARENTHESIZED IDEOGRAPH TEN
0xA2EF	U+003F	->	# QUESTION MARK
0xA2F0	U+003F	->	# QUESTION MARK
0xA2F1	U+2160		# ROMAN NUMERAL ONE
0xA2F2	U+2161		# ROMAN NUMERAL TWO
0xA2F3	U+2162		# ROMAN NUMERAL THREE
0xA2F4	U+2163		# ROMAN NUMERAL FOUR
0xA2F5	U+2164		# ROMAN NUMERAL FIVE
0xA2F6	U+2165		# ROMAN NUMERAL SIX
0xA2F7	U+2166		# ROMAN NUMERAL SEVEN
0xA2F8	U+2167		# ROMAN NUMERAL EIGHT
0xA2F9	U+2168		# ROMAN NUMERAL NINE
0xA2FA	U+2169		# ROMAN NUMERAL TEN
0xA2FB	U+216A		# ROMAN NUMERAL ELEVEN
0xA2FC	U+216B		# ROMAN NUMERAL TWELVE
0xA2FD	U+003F	->	# QUESTION MARK
0xA2FE	U+003F	->	# QUESTION MARK
0xA3A1	U+FF01		# FULLWIDTH EXCLAMATION MARK
0xA3A2	U+FF02		# FULLWIDTH QUOTATION MARK
0xA3A3	U+FF03		# FULLWIDTH NUMBER SIGN
0xA3A4	U+FFE5		# FULLWIDTH YEN SIGN
0xA3A5	U+FF05		# FULLWIDTH PERCENT SIGN
0xA3A6	U+FF06		# FULLWIDTH AMPERSAND
0xA3A7	U+FF07		# FULLWIDTH APOSTROPHE
0xA3A8	U+FF08		# FULLWIDTH LEFT PARENTHESIS
0xA3A9	U+FF09		# FULLWIDTH RIGHT PARENTHESIS
0xA3AA	U+FF0A		# FULLWIDTH ASTERISK
0xA3AB	U+FF0B		# FULLWIDTH PLUS SIGN
0xA3AC	U+FF0C		# FULLWIDTH COMMA
0xA3AD	U+FF0D		# FULLWIDTH HYPHEN-MINUS
0xA3AE	U+FF0E		# FULLWIDTH FULL STOP
0xA3AF	U+FF0F		# FULLWIDTH SOLIDUS
0xA3B0	U+FF10		# FULLWIDTH DIGIT ZERO
0xA3B1	U+FF11		# FULLWIDTH DIGIT ONE
0xA3B2	U+FF12		# FULLWIDTH DIGIT TWO
0xA3B3	U+FF13		# FULLWIDTH DIGIT THREE
0xA3B4	U+FF14		# FULLWIDTH DIGIT FOUR
0xA3B5	U+FF15		# FULLWIDTH DIGIT FIVE
0xA3B6	U+FF16		# FULLWIDTH DIGIT SIX
0xA3B7	U+FF17		# FULLWIDTH DIGIT SEVEN
0xA3B8	U+FF18		# FULLWIDTH DIGIT EIGHT
0xA3B9	U+FF19		# FULLWIDTH DIGIT NINE
0xA3BA	U+FF1A		# FULLWIDTH COLON
0xA3BB	U+FF1B		# FULLWIDTH SEMICOLON
0xA3BC	U+FF1C		# FULLWIDTH LESS-THAN SIGN
0xA3BD	U+FF1D		# FULLWIDTH EQUALS SIGN
0xA3BE	U+FF1E		# FULLWIDTH GREATER-THAN SIGN
0xA3BF	U+FF1F		# FULLWIDTH QUESTION MARK
0xA3C0	U+FF20		# FULLWIDTH COMMERCIAL AT
0xA3C1	U+FF21		# FULLWIDTH LATIN CAPITAL LETTER A
0xA3C2	U+FF22		# FULLWIDTH LATIN CAPITAL LETTER B
0xA3C3	U+FF23		# FULLWIDTH LATIN CAPITAL LETTER C
0xA3C4	U+FF24		# FULLWIDTH LATIN CAPITAL LETTER D
0xA3C5	U+FF25		# FULLWIDTH LATIN CAPITAL LETTER E
0xA3C6	U+FF26		# FULLWIDTH LATIN CAPITAL LETTER F
0xA3C7	U+FF27		# FULLWIDTH LATIN CAPITAL LETTER G
0xA3C8	U+FF28		# FULLWIDTH LATIN CAPITAL LETTER H
0xA3C9	U+FF29		# FULLWIDTH LATIN CAPITAL LETTER I
0xA3CA	U+FF2A		# FULLWIDTH LATIN CAPITAL LETTER J
0xA3CB	U+FF2B		# FULLWIDTH LATIN CAPITAL LETTER K
0xA3CC	U+FF2C		# FULLWIDTH LATIN CAPITAL LETTER L
0xA3CD	U+FF2D		# FULLWIDTH LATIN CAPITAL LETTER M
0xA3CE	U+FF2E		# FULLWIDTH LATIN CAPITAL LETTER N
0xA3CF	U+FF2F		# FULLWIDTH LATIN CAPITAL LETTER O
0xA3D0	U+FF30		# FULLWIDTH LATIN CAPITAL LETTER P
0xA3D1	U+FF31		# FULLWIDTH LATIN CAPITAL LETTER Q
0xA3D2	U+FF32		# FULLWIDTH LATIN CAPITAL LETTER R
0xA3D3	U+FF33		# FULLWIDTH LATIN CAPITAL LETTER S
0xA3D4	U+FF34		# FULLWIDTH LATIN CAPITAL LETTER T
0xA3D5	U+FF35		# FULLWIDTH LATIN CAPITAL LETTER U
0xA3D6	U+FF36		# FULLWIDTH LATIN CAPITAL LETTER V
0xA3D7	U+FF37		# FULLWIDTH LATIN CAPITAL LETTER W
0xA3D8	U+FF38		# FULLWIDTH LATIN CAPITAL LETTER X
0xA3D9	U+FF39		# FULLWIDTH LATIN CAPITAL LETTER Y
0xA3DA	U+FF3A		# FULLWIDTH LATIN CAPITAL LETTER Z
0xA3DB	U+FF3B		# FULLWIDTH LEFT SQUARE BRACKET
0xA3DC	U+FF3C		# FULLWIDTH REVERSE SOLIDUS
0xA3DD	U+FF3D		# FULLWIDTH RIGHT SQUARE BRACKET
0xA3DE	U+FF3E		# FULLWIDTH CIRCUMFLEX ACCENT
0xA3DF	U+FF3F		# FULLWIDTH LOW LINE
0xA3E0	U+FF40		# FULLWIDTH GRAVE ACCENT
0xA3E1	U+FF41		# FULLWIDTH LATIN SMALL LETTER A
0xA3E2	U+FF42		# FULLWIDTH LATIN SMALL LETTER B
0xA3E3	U+FF43		# FULLWIDTH LATIN SMALL LETTER C
0xA3E4	U+FF44		# FULLWIDTH LATIN SMALL LETTER D
0xA3E5	U+FF45		# FULLWIDTH LATIN SMALL LETTER E
0xA3E6	U+FF46		# FULLWIDTH LATIN SMALL LETTER F
0xA3E7	U+FF47		# FULLWIDTH LATIN SMALL LETTER G
0xA3E8	U+FF48		# FULLWIDTH LATIN SMALL LETTER H
0xA3E9	U+FF49		# FULLWIDTH LATIN SMALL LETTER I
0xA3EA	U+FF4A		# FULLWIDTH LATIN SMALL LETTER J
0xA3EB	U+FF4B		# FULLWIDTH LATIN SMALL LETTER K
0xA3EC	U+FF4C		# FULLWIDTH LATIN SMALL LETTER L
0xA3ED	U+FF4D		# FULLWIDTH LATIN SMALL LETTER M
0xA3EE	U+FF4E		# FULLWIDTH LATIN SMALL LETTER N
0xA3EF	U+FF4F		# FULLWIDTH LATIN SMALL LETTER O
0xA3F0	U+FF50		# FULLWIDTH LATIN SMALL LETTER P
0xA3F1	U+FF51		# FULLWIDTH LATIN SMALL LETTER Q
0xA3F2	U+FF52		# FULLWIDTH LATIN SMALL LETTER R
0xA3F3	U+FF53		# FULLWIDTH LATIN SMALL LETTER S
0xA3F4	U+FF54		# FULLWIDTH LATIN SMALL LETTER T
0xA3F5	U+FF55		# FULLWIDTH LATIN SMALL LETTER U
0xA3F6	U+FF56		# FULLWIDTH LATIN SMALL LETTER V
0xA3F7	U+FF57		# FULLWIDTH LATIN SMALL LETTER W
0xA3F8	U+FF58		# FULLWIDTH LATIN SMALL LETTER X
0xA3F9	U+FF59		# FULLWIDTH LATIN SMALL LETTER Y
0xA3FA	U+FF5A		# FULLWIDTH LATIN SMALL LETTER Z
0xA3FB	U+FF5B		# FULLWIDTH LEFT CURLY BRACKET
0xA3FC	U+FF5C		# FULLWIDTH VERTICAL LINE
0xA3FD	U+FF5D		# FULLWIDTH RIGHT CURLY BRACKET
0xA3FE	U+FFE3		# FULLWIDTH MACRON
0xA4A1	U+3041		# HIRAGANA LETTER SMALL A
0xA4A2	U+3042		# HIRAGANA LETTER A
0xA4A3	U+3043		# HIRAGANA LETTER SMALL I
0xA4A4	U+3044		# HIRAGANA LETTER I
0xA4A5	U+3045		# HIRAGANA LETTER SMALL U
0xA4A6	U+3046		# HIRAGANA LETTER U
0xA4A7	U+3047		# HIRAGANA LETTER SMALL E
0xA4A8	U+3048		# HIRAGANA LETTER E
0xA4A9	U+3049		# HIRAGANA LETTER SMALL O
0xA4AA	U+304A		# HIRAGANA LETTER O
0xA4AB	U+304B		# HIRAGANA LETTER KA
0xA4AC	U+304C		# HIRAGANA LETTER GA
0xA4AD	U+304D		# HIRAGANA LETTER KI
0xA4AE	U+304E		# HIRAGANA LETTER GI
0xA4AF	U+304F		# HIRAGANA LETTER KU
0xA4B0	U+3050		# HIRAGANA LETTER GU
0xA4B1	U+3051		# HIRAGANA LETTER KE
0xA4B2	U+3052		# HIRAGANA LETTER GE
0xA4B3	U+3053		# HIRAGANA LETTER KO
0xA4B4	U+3054		# HIRAGANA LETTER GO
0xA4B5	U+3055		# HIRAGANA LETTER SA
0xA4B6	U+3056		# HIRAGANA LETTER ZA
0xA4B7	U+3057		# HIRAGANA LETTER SI
0xA4B8	U+3058		# HIRAGANA LETTER ZI
0xA4B9	U+3059		# HIRAGANA LETTER SU
0xA4BA	U+305A		# HIRAGANA LETTER ZU
0xA4BB	U+305B		# HIRAGANA LETTER SE
0xA4BC	U+305C		# HIRAGANA LETTER ZE
0xA4BD	U+305D		# HIRAGANA LETTER SO
0xA4BE	U+305E		# HIRAGANA LETTER ZO
0xA4BF	U+305F		# HIRAGANA LETTER TA
0xA4C0	U+3060		# HIRAGANA LETTER DA
0xA4C1	U+3061		# HIRAGANA LETTER TI
0xA4C2	U+3062		# HIRAGANA LETTER DI
0xA4C3	U+3063		# HIRAGANA LETTER SMALL TU
0xA4C4	U+3064		# HIRAGANA LETTER TU
0xA4C5	U+3065		# HIRAGANA LETTER DU
0xA4C6	U+3066		# HIRAGANA LETTER TE
0xA4C7	U+3067		# HIRAGANA LETTER DE
0xA4C8	U+3068		# HIRAGANA LETTER TO
0xA4C9	U+3069		# HIRAGANA LETTER DO
0xA4CA	U+306A		# HIRAGANA LETTER NA
0xA4CB	U+306B		# HIRAGANA LETTER NI
0xA4CC	U+306C		# HIRAGANA LETTER NU
0xA4CD	U+306D		# HIRAGANA LETTER NE
0xA4CE	U+306E		# HIRAGANA LETTER NO
0xA4CF	U+306F		# HIRAGANA LETTER HA
0xA4D0	U+3070		# HIRAGANA LETTER BA
0xA4D1	U+3071		# HIRAGANA LETTER PA
0xA4D2	U+3072		# HIRAGANA LETTER HI
0xA4D3	U+3073		# HIRAGANA LETTER BI
0xA4D4	U+3074		# HIRAGANA LETTER PI
0xA4D5	U+3075		# HIRAGANA LETTER HU
0xA4D6	U+3076		# HIRAGANA LETTER BU
0xA4D7	U+3077		# HIRAGANA LETTER PU
0xA4D8	U+3078		# HIRAGANA LETTER HE
0xA4D9	U+3079		# HIRAGANA LETTER BE
0xA4DA	U+307A		# HIRAGANA LETTER PE
0xA4DB	U+307B		# HIRAGANA LETTER HO
0xA4DC	U+307C		# HIRAGANA LETTER BO
0xA4DD	U+307D		# HIRAGANA LETTER PO
0xA4DE	U+307E		# HIRAGANA LETTER MA
0xA4DF	U+307F		# HIRAGANA LETTER MI
0xA4E0	U+3080		# HIRAGANA LETTER MU
0xA4E1	U+3081		# HIRAGANA LETTER ME
0xA4E2	U+3082		# HIRAGANA LETTER MO
0xA4E3	U+3083		# HIRAGANA LETTER SMALL YA
0xA4E4	U+3084		# HIRAGANA LETTER YA
0xA4E5	U+3085		# HIRAGANA LETTER SMALL YU
0xA4E6	U+3086		# HIRAGANA LETTER YU
0xA4E7	U+3087		# HIRAGANA LETTER SMALL YO
0xA4E8	U+3088		# HIRAGANA LETTER YO
0xA4E9	U+3089		# HIRAGANA LETTER RA
